id,source_numeric_id,chinese_name,pinyin,english_name
SMTS00863,863,乳肿痛,Ru Zhong Tong,breast swelling and pain
SMTS00865,865,褥疮肿痛,Ru Chuang Zhong Tong,"bedsores, swelling and pain"
SMTS00867,867,腮腺炎肿痛,Sai Xian Yan Zhong Tong,mumps swelling and pain
SMTS00868,868,腮肿,Sai Zhong,swollen cheeks
SMTS00869,869,瘙痒,Sao Yang,itching
SMTS00870,870,瘙痒明显,Sao Yang Ming Xian,obvious itching
SMTS00871,871,瘙痒难忍,Sao Yang Nan Ren,unbearable itching
SMTS00873,873,涩痛,Se Tong,astringent pain
SMTS00875,875,痧胀腹痛,Sha Zhang Fu Tong,Sha distension and abdominal pain
SMTS00877,877,闪腰挫气,Shan Yao Cuo Qi,Flash of waist and depression of Qi
SMTS00879,879,善饥,Shan Ji,Hunger
SMTS00880,880,善太息,Shan Tai Xi,Shantaixi
SMTS00881,881,伤处瘀肿疼痛,Shang Chu Yu Zhong Teng Tong,"bruise, swelling and pain"
SMTS00884,884,上下肢 偏身麻木,Shang Xia Zhi   Pian Shen Ma Mu,numbness in upper and lower limbs
SMTS00886,886,上肢麻木,Shang Zhi Ma Mu,numbness of upper limbs
SMTS00887,887,上肢疼痛,Shang Zhi Teng Tong,upper limb pain
SMTS00888,888,少腹拒按,Shao Fu Ju An,Refusal to press on the lower abdomen
SMTS00889,889,少腹冷痛,Shao Fu Leng Tong,cold pain in lower abdomen
SMTS00890,890,少腹疼痛,Shao Fu Teng Tong,lower abdominal pain
SMTS00891,891,少腹痛,Shao Fu Tong,abdominal pain
SMTS00892,892,少腹坠胀,Shao Fu Zhui Zhang,distension in lower abdomen
SMTS00893,893,少津,Shao Jin,Shaojin
SMTS00894,894,少寐,Shao Mei,less sleepiness
SMTS00895,895,少气,Shao Qi,Lack of Qi
SMTS00896,896,少食,Shao Shi,Eat less
SMTS00897,897,少痰,Shao Tan,less phlegm
SMTS00898,898,舌暗,She An,dark tongue
SMTS00899,899,舌暗红,She An Hong,dark red tongue
SMTS00900,900,舌边尖有瘀斑,She Bian Jian You Yu Ban,ecchymosis on the tip of the tongue
SMTS00901,901,舌部疲斑,She Bu Pi Ban,Tired spots on tongue
SMTS00902,902,舌赤,She Chi,red tongue
SMTS00903,903,舌淡,She Dan,Pale tongue
SMTS00904,904,舌干,She Gan,dry tongue
SMTS00905,905,舌红,She Hong,red tongue
SMTS00906,906,舌红苔黄腻,She Hong Tai Huang Ni,"red tongue, yellow and greasy coating"
SMTS00907,907,舌尖边有瘀点,She Jian Bian You Yu Dian,petechiae on the tip of the tongue
SMTS00908,908,舌尖红,She Jian Hong,red tip of tongue
SMTS00909,909,舌绛,She Jiang,dark tongue
SMTS00910,910,舌糜烂,She Mi Lan,Tongue erosion
SMTS00911,911,舌胖,She Pang,fat tongue
SMTS00912,912,舌偏红,She Pian Hong,red tongue
SMTS00913,913,舌强,She Qiang,Strong tongue
SMTS00914,914,舌强不语,She Qiang Bu Yu,Strong tongue and inability to speak
SMTS00915,915,舌生疮,She Sheng Chuang,sores on tongue
SMTS00916,916,舌体胖大,She Ti Pang Da,Fat and enlarged tongue
SMTS00917,917,舌体肿,She Ti Zhong,swollen tongue
SMTS00918,918,舌有齿痕,She You Chi Hen,Teeth marks on tongue
SMTS00919,919,舌有瘀斑,She You Yu Ban,ecchymosis on tongue
SMTS00920,920,舌有瘀点瘀斑,She You Yu Dian Yu Ban,Petechiae and ecchymosis on tongue
SMTS00921,921,舌瘀斑,She Yu Ban,Tongue ecchymosis
SMTS00922,922,舌质暗红,She Zhi An Hong,dark red tongue
SMTS00923,923,舌质黯,She Zhi An,dark tongue
SMTS00924,924,舌质淡暗,She Zhi Dan An,dark tongue
SMTS00925,925,舌质红少津,She Zhi Hong Shao Jin,red tongue and less fluid
SMTS00926,926,舌质红少苔,She Zhi Hong Shao Tai,red tongue with less coating
SMTS00927,927,舌质有瘀斑,She Zhi You Yu Ban,ecchymosis on tongue
SMTS00928,928,舌质紫暗,She Zhi Zi An,dark purple tongue
SMTS00929,929,舌紫暗,She Zi An,dark purple tongue
SMTS00931,931,身黄,Shen Huang,Yellow body
SMTS00932,932,身倦,Shen Juan,Tiredness
SMTS00933,933,身困重,Shen Kun Zhong,Heavy sleepiness
SMTS00934,934,身目发黄,Shen Mu Fa Huang,yellowing of body and eyes
SMTS00935,935,身热,Shen Re,body heat
SMTS00936,936,身瘦,Shen Shou,weight loss
SMTS00937,937,身疼痛,Shen Teng Tong,body pain
SMTS00938,938,身体倦懒,Shen Ti Juan Lan,Physical fatigue
SMTS00939,939,身体麻木,Shen Ti Ma Mu,Body numbness
SMTS00940,940,身体痩弱,Shen Ti Shou Ruo,Physical weakness
SMTS00941,941,身体瘦弱,Shen Ti Shou Ruo,thin body
SMTS00942,942,身痛,Shen Tong,body pain
SMTS00943,943,身痛痉挛,Shen Tong Jing Luan,body pain and spasm
SMTS00944,944,神昏,Shen Hun,coma
SMTS00945,945,神昏不语,Shen Hun Bu Yu,Faint and speechless
SMTS00946,946,神昏狂躁,Shen Hun Kuang Zao,coma and mania
SMTS00947,947,神昏谵语,Shen Hun Zhan Yu,coma and delirium
SMTS00948,948,神经衰弱,Shen Jing Shuai Ruo,neurasthenia
SMTS00949,949,神经痛,Shen Jing Tong,neuralgia
SMTS00950,950,神经性疼痛,Shen Jing Xing Teng Tong,Neuropathic Pain
SMTS00951,951,神经性头痛,Shen Jing Xing Tou Tong,Nervous headache
SMTS00952,952,神倦,Shen Juan,fatigue
SMTS00953,953,神倦懒言,Shen Juan Lan Yan,tiredness and laziness
SMTS00954,954,神疲,Shen Pi,mental fatigue
SMTS00955,955,神情呆滞,Shen Qing Dai Zhi,Sluggish expression
SMTS00956,956,神志不清,Shen Zhi Bu Qing,Confusion
SMTS00957,957,神志淡漠,Shen Zhi Dan Mo,Apathy
SMTS00958,958,神志恍惚,Shen Zhi Huang Hu,Confusion
SMTS00959,959,神志昏蒙,Shen Zhi Hun Meng,confusion
SMTS00960,960,神志昏迷,Shen Zhi Hun Mi,coma
SMTS00961,961,神志混乱,Shen Zhi Hun Luan,Confusion
SMTS00962,962,肾精不足,Shen Jing Bu Zu,Insufficient kidney essence
SMTS00963,963,肾区叩击痛,Shen Qu Kou Ji Tong,percussion pain in the kidney area
SMTS00964,964,肾区冷痛、,Shen Qu Leng Tong 、,"cold pain in kidney area,"
SMTS00965,965,声带充血,Sheng Dai Chong Xie,Vocal cord congestion
SMTS00967,967,声带小结,Sheng Dai Xiao Jie,Vocal cord nodules
SMTS00968,968,声音嘶哑,Sheng Yin Si Ya,hoarseness
SMTS00969,969,声重,Sheng Zhong,heavy voice
SMTS00970,970,失眠,Shi Mian,insomnia
SMTS00971,971,失音,Shi Yin,aphonia
SMTS00972,972,失语,Shi Yu,aphasia
SMTS00973,973,湿痹拘挛,Shi Bi Ju Luan,Dampness and spasm
SMTS00974,974,湿疮,Shi Chuang,Eczema
SMTS00975,975,湿疮脓水浸淫,Shi Chuang Nong Shui Jin Yin,Eczema and pus-soaked water
SMTS00976,976,湿热毒邪聚结肌肤,Shi Re Du Xie Ju Jie Ji Fu,"dampness, heat and poisonous evil gather on the skin"
SMTS00977,977,湿热下注,Shi Re Xia Zhu,Damp and Heat Bets
SMTS00978,978,湿疹,Shi Zhen,Eczema
SMTS00979,979,湿疹瘙痒,Shi Zhen Sao Yang,Eczema Itching
SMTS00981,981,石淋,Shi Lin,Shilin
SMTS00982,982,石淋涩痛,Shi Lin Se Tong,Shilin astringent pain
SMTS00983,983,时有隐痛,Shi You Yin Tong,dull pain from time to time
SMTS00984,984,食后腹胀拒按,Shi Hou Fu Zhang Ju An,abdominal distension and refusal to press after eating
SMTS00985,985,食后胀痛,Shi Hou Zhang Tong,distension and pain after eating
SMTS00986,986,食积,Shi Ji,food accumulation
SMTS00987,987,食积不消,Shi Ji Bu Xiao,food accumulation that cannot be eliminated
SMTS00988,988,食积胀满,Shi Ji Zhang Man,fullness due to food accumulation
SMTS00989,989,食乳不化,Shi Ru Bu Hua,Inability to digest milk after eating
SMTS00990,990,食少,Shi Shao,Eating less
SMTS00991,991,食少不化,Shi Shao Bu Hua,Not eating enough
SMTS00992,992,食少乏力,Shi Shao Fa Li,Lack of food and fatigue
SMTS00993,993,食少腹胀,Shi Shao Fu Zhang,abdominal distension after eating less
SMTS00994,994,食物积滞,Shi Wu Ji Zhi,food stagnation
SMTS00995,995,食欲不振,Shi Yu Bu Zhen,loss of appetite
SMTS00996,996,食欲减退,Shi Yu Jian Tui,loss of appetite
SMTS00997,997,食滞,Shi Zhi,food stagnation
SMTS00998,998,食滞不化,Shi Zhi Bu Hua,food stagnation
SMTS00999,999,食滞化热,Shi Zhi Hua Re,Food stagnation turns into heat
SMTS01001,1001,视力减退,Shi Li Jian Tui,vision loss
SMTS01002,1002,视力疲劳,Shi Li Pi Lao,visual fatigue
SMTS01003,1003,视力下降,Shi Li Xia Jiang,decreased vision
SMTS01004,1004,视物不清,Shi Wu Bu Qing,blurred vision
SMTS01005,1005,视物昏暗,Shi Wu Hun An,dim vision
SMTS01006,1006,视物昏花,Shi Wu Hun Hua,blurred vision
SMTS01007,1007,视物模糊,Shi Wu Mo Hu,blurred vision
SMTS01008,1008,手臂麻木,Shou Bi Ma Mu,numbness in arms
SMTS01009,1009,手抽搐,Shou Chou Chu,hand twitching
SMTS01010,1010,手拘挛,Shou Ju Luan,hand spasm
SMTS01011,1011,手麻木,Shou Ma Mu,numbness in hands
SMTS01013,1013,手心热,Shou Xin Re,hot palms
SMTS01014,1014,手肿胀,Shou Zhong Zhang,Swelling of Hands
SMTS01015,1015,手足不遂,Shou Zu Bu Sui,Paralysis of Hands and Feet
SMTS01016,1016,手足不温,Shou Zu Bu Wen,lukewarm hands and feet
SMTS01017,1017,手足发凉,Shou Zu Fa Liang,cold hands and feet
SMTS01018,1018,手足麻木症,Shou Zu Ma Mu Zheng,Numbness of Hands and Feet
SMTS01019,1019,手足瘈疲,Shou Zu Ji Pi,Fatigue in hands and feet
SMTS01020,1020,暑湿,Shu Shi,summer heat dampness
SMTS01021,1021,暑邪发热,Shu Xie Fa Re,Fever caused by summer heat
SMTS01022,1022,术后疼痛,Zhu Hou Teng Tong,postoperative pain
SMTS01023,1023,双目上吊,Shuang Mu Shang Diao,Hanging eyes
SMTS01024,1024,双乳痛,Shuang Ru Tong,breast pain
SMTS01025,1025,水浆难下,Shui Jiang Nan Xia,Difficulty in water slurry
SMTS01026,1026,水泻,Shui Xie,Watery Diarrhea
SMTS01027,1027,水肿,Shui Zhong,edema
SMTS01028,1028,睡卧不安,Shui Wo Bu An,restless sleep
SMTS01029,1029,思维迟缓,Si Wei Chi Huan,slow thinking
SMTS01030,1030,死胎,Si Tai,stillbirth
SMTS01031,1031,四肢不温,Si Zhi Bu Wen,lukewarm limbs
SMTS01032,1032,四肢乏力,Si Zhi Fa Li,Weakness in the limbs
SMTS01033,1033,四肢浮肿,Si Zhi Fu Zhong,edema of limbs
SMTS01034,1034,四肢关节冷痛,Si Zhi Guan Jie Leng Tong,cold pain in limb joints
SMTS01035,1035,四肢拘挛,Si Zhi Ju Luan,spasm of limbs
SMTS01036,1036,四肢倦怠,Si Zhi Juan Dai,fatigue of limbs
SMTS01037,1037,四肢倦乏,Si Zhi Juan Fa,tiredness of limbs
SMTS01038,1038,四肢厥逆,Si Zhi Jue Ni,syncope in limbs
SMTS01039,1039,四肢挛急,Si Zhi Luan Ji,Acute cramping of limbs
SMTS01040,1040,四肢挛痛,Si Zhi Luan Tong,cramping pain in limbs
SMTS01041,1041,四肢麻痹,Si Zhi Ma Bi,paralysis of limbs
SMTS01042,1042,四肢麻木,Si Zhi Ma Mu,numbness of limbs
SMTS01043,1043,四肢逆冷,Si Zhi Ni Leng,Coldness in the limbs
SMTS01044,1044,四肢酸,Si Zhi Suan,Sore limbs
SMTS01045,1045,四肢酸懒,Si Zhi Suan Lan,soreness and laziness of limbs
SMTS01046,1046,四肢酸痛,Si Zhi Suan Tong,soreness in limbs
SMTS01047,1047,四肢疼痛,Si Zhi Teng Tong,pain in limbs
SMTS01048,1048,四肢无力,Si Zhi Wu Li,weakness in limbs
SMTS01049,1049,嗖痛,Sou Tong,soreness
SMTS01050,1050,溲黄,Sou Huang,Anhui
SMTS01051,1051,胎动不安,Tai Dong Bu An,Fetal Movement Restlessness
SMTS01052,1052,胎漏,Tai Lou,fetal leakage
SMTS01053,1053,胎漏下血,Tai Lou Xia Xie,fetal bleeding
SMTS01054,1054,胎盘不下,Tai Pan Bu Xia,Retained placenta
SMTS01055,1055,瘫痪,Tan Huan,Paralysis
SMTS01056,1056,痰白,Tan Bai,white phlegm
SMTS01057,1057,痰白质稀,Tan Bai Zhi Xi,thin phlegm and white matter
SMTS01058,1058,痰不易出,Tan Bu Yi Chu,Difficulty phlegm coming out
SMTS01059,1059,痰稠,Tan Chou,thick phlegm
SMTS01060,1060,痰稠黄,Tan Chou Huang,thick yellow phlegm
SMTS01061,1061,痰稠难出,Tan Chou Nan Chu,thick phlegm that is difficult to come out
SMTS01062,1062,痰喘,Tan Chuan,phlegm and asthma
SMTS01063,1063,痰多,Tan Duo,excessive phlegm
SMTS01064,1064,痰多黄稠,Tan Duo Huang Chou,yellowish and thick phlegm
SMTS01065,1065,痰多咳嗽,Tan Duo Ke Sou,Cough with excessive phlegm
SMTS01066,1066,痰多淸稀,Tan Duo Qing Xi,excessive phlegm and thin phlegm
SMTS01067,1067,痰多上气,Tan Duo Shang Qi,Excessive phlegm and constipation
SMTS01068,1068,痰多作喘,Tan Duo Zuo Chuan,Excessive phlegm and asthma
SMTS01069,1069,痰核痞块,Tan He Pi Kuai,phlegm core lumps
SMTS01070,1070,痰黄,Tan Huang,yellow phlegm
SMTS01071,1071,痰黄稠,Tan Huang Chou,yellow and thick phlegm
SMTS01072,1072,痰黄稠黏,Tan Huang Chou Nian,"yellow, thick and sticky phlegm"
SMTS01073,1073,痰黄黏稠,Tan Huang Nian Chou,yellow and sticky phlegm
SMTS01074,1074,痰厥,Tan Jue,phlegm syncope
SMTS01075,1075,痰厥头痛,Tan Jue Tou Tong,phlegm and headache
SMTS01076,1076,痰鸣,Tan Ming,Phlegm
SMTS01077,1077,痰鸣如吼,Tan Ming Ru Hou,Roaring phlegm
SMTS01078,1078,痰黏,Tan Nian,sticky phlegm
SMTS01079,1079,痰黏稠,Tan Nian Chou,sticky phlegm
SMTS01080,1080,痰热,Tan Re,Phlegm-heat
SMTS01081,1081,痰热喘咳,Tan Re Chuan Ke,"phlegm-heat, asthma and cough"
SMTS01082,1082,痰热阻肺,Tan Re Zu Fei,Phlegm-heat blocking the lungs
SMTS01083,1083,痰少,Tan Shao,less phlegm
SMTS01084,1084,痰盛,Tan Sheng,excessive phlegm
SMTS01085,1085,痰稀,Tan Xi,thin phlegm
SMTS01086,1086,痰涎壅盛,Tan Xian Yong Sheng,excessive phlegm and saliva
SMTS01087,1087,痰血,Tan Xie,phlegm and blood
SMTS01088,1088,痰饮,Tan Yin,Phlegm Drinking
SMTS01089,1089,痰饮咳喘,Tan Yin Ke Chuan,"phlegm, cough, and asthma"
SMTS01090,1090,痰壅,Tan Yong,phlegm congestion
SMTS01091,1091,痰粘稠,Tan Nian Chou,sticky phlegm
SMTS01092,1092,痰中带血,Tan Zhong Dai Xie,blood in sputum
SMTS01093,1093,痰浊黄稠,Tan Zhuo Huang Chou,turbid yellow and thick phlegm
SMTS01094,1094,疼痛,Teng Tong,Pain
SMTS01095,1095,疼痛夜甚,Teng Tong Ye Shen,severe pain at night
SMTS01096,1096,体乏,Ti Fa,fatigue
SMTS01097,1097,体乏无力,Ti Fa Wu Li,fatigue and weakness
SMTS01098,1098,体倦,Ti Juan,Tiredness
SMTS01099,1099,体疲,Ti Pi,physical fatigue
SMTS01100,1100,体弱,Ti Ruo,Weakness
SMTS01101,1101,体虚,Ti Xu,physical weakness
SMTS01102,1102,体虚多汗,Ti Xu Duo Han,physical weakness and excessive sweating
SMTS01103,1103,体虚乏力,Ti Xu Fa Li,physical weakness and fatigue
SMTS01104,1104,体虚欲脱,Ti Xu Yu Tuo,physical weakness and desire to escape
SMTS01105,1105,体虛,Ti Xu,physical weakness
SMTS01106,1106,涕黄稠,Ti Huang Chou,yellowish and thick mucus
SMTS01107,1107,涕中带血,Ti Zhong Dai Xie,blood in the nose
SMTS01108,1108,天行赤眼,Tian Xing Chi Yan,Heavenly Red Eyes
SMTS01109,1109,听衰,Ting Shuai,Hearing Failure
SMTS01110,1110,停经,Ting Jing,Menopause
SMTS01111,1111,停乳,Ting Ru,Breastfeeding cessation
SMTS01112,1112,停食,Ting Shi,Stop eating
SMTS01115,1115,痛处拒按,Tong Chu Ju An,Refusal to press on the painful area
SMTS01116,1116,痛经,Tong Jing,dysmenorrhea
SMTS01117,1117,痛如针刺,Tong Ru Zhen Ci,Pain like acupuncture
SMTS01118,1118,痛甚,Tong Shen,severe pain
SMTS01119,1119,痛有定处,Tong You Ding Chu,Pain has a fixed location
SMTS01121,1121,头部剌痛,Tou Bu La Tong,Stinging pain in head
SMTS01122,1122,头部胀痛,Tou Bu Zhang Tong,Head swelling and pain
SMTS01123,1123,头发早白,Tou Fa Zao Bai,premature graying of hair
SMTS01124,1124,头昏,Tou Hun,dizziness
SMTS01125,1125,头剌痛,Tou La Tong,Head pain
SMTS01126,1126,头面部神经痛,Tou Mian Bu Shen Jing Tong,Head and facial neuralgia
SMTS01127,1127,头面疼痛,Tou Mian Teng Tong,Head and face pain
SMTS01128,1128,头目不清,Tou Mu Bu Qing,unclear head and head
SMTS01130,1130,头皮瘙痒,Tou Pi Sao Yang,scalp itching
SMTS01131,1131,头身困重,Tou Shen Kun Zhong,Head and body drowsiness
SMTS01132,1132,头疼痛,Tou Teng Tong,headache
SMTS01133,1133,头痛,Tou Tong,headache
SMTS01134,1134,头痛日久,Tou Tong Ri Jiu,headache that lasts for a long time
SMTS01135,1135,头痛如裹,Tou Tong Ru Guo,headache
SMTS01138,1138,头眩,Tou Xuan,dizziness
SMTS01139,1139,头痈,Tou Yong,Head carbuncle
SMTS01140,1140,头晕,Tou Yun,dizziness
SMTS01141,1141,头晕目眩,Tou Yun Mu Xuan,dizziness
SMTS01142,1142,头晕眼花,Tou Yun Yan Hua,dizziness and dizziness
SMTS01143,1143,头胀,Tou Zhang,Head swelling
SMTS01144,1144,头胀痛,Tou Zhang Tong,Head swelling and pain
SMTS01145,1145,头重,Tou Zhong,heavy head
SMTS01146,1146,吐脓,Tu Nong,Vomiting pus
SMTS01147,1147,吐衄,Tu Nv,vomiting
SMTS01148,1148,吐痰,Tu Tan,spitting
SMTS01149,1149,吐痰清稀,Tu Tan Qing Xi,thin phlegm
SMTS01150,1150,吐泻,Tu Xie,vomiting and diarrhea
SMTS01151,1151,吐泻腹痛,Tu Xie Fu Tong,"vomiting, diarrhea and abdominal pain"
SMTS01152,1152,吐血,Tu Xie,vomiting blood
SMTS01153,1153,腿疲软,Tui Pi Ruan,Weak legs
SMTS01154,1154,腿疲痛,Tui Pi Tong,Leg fatigue and pain
SMTS01155,1155,腿软,Tui Ruan,weak legs
SMTS01156,1156,腿疼痛，重者痛剧不能转侧,Tui Teng Tong ， Zhong Zhe Tong Ju Bu Neng Zhuan Ce,"leg pain, severe pain, inability to turn sideways"
SMTS01157,1157,吞酸,Tun Suan,acid swallowing
SMTS01158,1158,脱发,Tuo Fa,hair loss
SMTS01159,1159,脱肛,Tuo Gang,Anal prolapse
SMTS01161,1161,脱屑,Tuo Xie,Desquamation
SMTS01164,1164,外伤红肿,Wai Shang Hong Zhong,redness and swelling due to trauma
SMTS01166,1166,外阴红肿,Wai Yin Hong Zhong,vulva redness and swelling
SMTS01167,1167,完谷不化,Wan Gu Bu Hua,The grain remains intact
SMTS01168,1168,顽痰,Wan Tan,Stubborn phlegm
SMTS01169,1169,脘腹刺痛,Guan Fu Ci Tong,Pain in the epigastrium and abdomen
SMTS01170,1170,脘腹冷,Guan Fu Leng,Cold in the epigastrium and abdomen
SMTS01171,1171,脘腹冷痛,Guan Fu Leng Tong,cold pain in the epigastrium and abdomen
SMTS01172,1172,脘腹痞满,Guan Fu Pi Man,abdominal distension and fullness
SMTS01173,1173,脘腹痞闷,Guan Fu Pi Men,abdominal distension and tightness
SMTS01174,1174,脘腹疼痛,Guan Fu Teng Tong,epigastric pain
SMTS01175,1175,脘腹痛,Guan Fu Tong,epigastric and abdominal pain
SMTS01176,1176,脘腹胁痛,Guan Fu Xie Tong,"epigastrium, abdominal and hypochondriac pain"
SMTS01177,1177,脘腹隐痛,Guan Fu Yin Tong,Dull pain in the epigastrium and abdomen
SMTS01178,1178,脘腹胀满,Guan Fu Zhang Man,abdominal distension
SMTS01179,1179,脘腹胀闷,Guan Fu Zhang Men,abdominal distension and stuffiness
SMTS01180,1180,脘腹胀痛,Guan Fu Zhang Tong,abdominal distension and pain
SMTS01181,1181,脘闷,Guan Men,abdominal discomfort
SMTS01182,1182,脘闷不舒,Guan Men Bu Shu,abdominal discomfort and discomfort
SMTS01183,1183,脘痞,Guan Pi,epigastrium
SMTS01184,1184,脘痞不饥,Guan Pi Bu Ji,epigastrium and no hunger
SMTS01185,1185,脘痞呕吐,Guan Pi Ou Tu,epigastrium and vomiting
SMTS01186,1186,脘胁疼痛,Guan Xie Teng Tong,epigastrium and hypochondriac pain
SMTS01187,1187,脘胁胀痛,Guan Xie Zhang Tong,distension and pain in the abdomen and hypochondrium
SMTS01188,1188,微恶风寒,Wei E Feng Han,Slight aversion to wind and cold
SMTS01189,1189,微渴,Wei Ke,slight thirst
SMTS01190,1190,畏光,Wei Guang,Photophobia
SMTS01191,1191,畏寒,Wei Han,Chill
SMTS01192,1192,畏热,Wei Re,Fear of heat
SMTS01194,1194,胃肠积热,Wei Chang Ji Re,gastrointestinal heat accumulation
SMTS01195,1195,胃肠术后腹胀,Wei Chang Zhu Hou Fu Zhang,abdominal distension after gastrointestinal surgery
SMTS01198,1198,胃寒呕吐,Wei Han Ou Tu,Stomach cold and vomiting
SMTS01199,1199,胃绞痛,Wei Jiao Tong,gastric colic
SMTS01202,1202,胃热,Wei Re,stomach heat
SMTS01203,1203,胃酸过多,Wei Suan Guo Duo,Hyperacidity
SMTS01204,1204,胃痛,Wei Tong,stomach pain
SMTS01205,1205,胃痛拘急,Wei Tong Ju Ji,stomach pain and nervousness
SMTS01206,1206,胃痛绵绵,Wei Tong Mian Mian,Stomach pain
SMTS01207,1207,胃痛隐隐,Wei Tong Yin Yin,dull stomach pain
SMTS01208,1208,胃脘饱胀,Wei Guan Bao Zhang,epigastric fullness
SMTS01209,1209,胃脘不舒,Wei Guan Bu Shu,epigastric discomfort
SMTS01210,1210,胃脘嘈杂,Wei Guan Cao Za,noisy epigastrium
SMTS01211,1211,胃脘嘈杂不适,Wei Guan Cao Za Bu Shi,Noisy and uncomfortable epigastrium
SMTS01212,1212,胃脘刺痛,Wei Guan Ci Tong,epigastric tingling
SMTS01213,1213,胃脘剌痛,Wei Guan La Tong,epigastric pain
SMTS01214,1214,胃脘冷痛,Wei Guan Leng Tong,cold and painful epigastrium
SMTS01215,1215,胃脘挛痛,Wei Guan Luan Tong,gastric epigastric spasm
SMTS01216,1216,胃脘痞满,Wei Guan Pi Man,epigastric fullness
SMTS01217,1217,胃脘痞闷,Wei Guan Pi Men,epigastric congestion
SMTS01218,1218,胃脘痞塞,Wei Guan Pi Sai,epigastric congestion
SMTS01219,1219,胃脘烧灼感,Wei Guan Shao Zhuo Gan,Burning sensation in the epigastrium
SMTS01220,1220,胃脘疼痛,Wei Guan Teng Tong,epigastric pain
SMTS01221,1221,胃脘隐痛,Wei Guan Yin Tong,Dull epigastric pain
SMTS01222,1222,胃脘胀满,Wei Guan Zhang Man,epigastric distension
SMTS01223,1223,胃脘胀痛,Wei Guan Zhang Tong,epigastric distension and pain
SMTS01224,1224,胃阴不足,Wei Yin Bu Zu,Insufficient stomach yin
SMTS01225,1225,胃胀,Wei Zhang,stomach bloating
SMTS01226,1226,胃胀满,Wei Zhang Man,stomach fullness
SMTS01227,1227,胃中灼热,Wei Zhong Zhuo Re,Burning in the Heart
SMTS01228,1228,温毒发斑,Wen Du Fa Ban,Warm toxin spots
SMTS01229,1229,瘟疫发热,Wen Yi Fa Re,Plague Fever
SMTS01230,1230,无汗,Wu Han,no sweating
SMTS01231,1231,无名肿痛,Wu Ming Zhong Tong,nameless swelling and pain
SMTS01232,1232,无乳,Wu Ru,No Breasts
SMTS01233,1233,五更溏泻,Wu Geng Tang Xie,loose stools at midnight
SMTS01234,1234,五更泄泻,Wu Geng Xie Xie,diarrhea at midnight
SMTS01235,1235,五心烦热,Wu Xin Fan Re,Five upsets and fever
SMTS01236,1236,午后潮热,Wu Hou Chao Re,Afternoon Hot Flashes
SMTS01237,1237,膝部痿软,Xi Bu Wei Ruan,Knee weakness
SMTS01238,1238,膝软乏力,Xi Ruan Fa Li,Knee weakness and weakness
SMTS01239,1239,膝酸痛,Xi Suan Tong,Knee Soreness
SMTS01240,1240,喜暖,Xi Nuan,warmth
SMTS01241,1241,下腹胀痛,Xia Fu Zhang Tong,lower abdominal distension and pain
SMTS01242,1242,下利清谷,Xia Li Qing Gu,Lower Li Qinggu
SMTS01243,1243,下痢臭秽,Xia Li Chou Hui,diarrhea and foul smell
SMTS01244,1244,下痢脓血,Xia Li Nong Xie,"dysentery, pus and blood"
SMTS01245,1245,下气甚痛,Xia Qi Shen Tong,severe pain in lowering Qi
SMTS01246,1246,下血,Xia Xie,bleeding
SMTS01247,1247,下元虚冷,Xia Yuan Xu Leng,Xia Yuan deficiency and cold
SMTS01248,1248,下肢沉重,Xia Zhi Chen Zhong,heaviness in lower limbs
SMTS01249,1249,下肢浮肿,Xia Zhi Fu Zhong,edema of lower limbs
SMTS01250,1250,下肢痿软,Xia Zhi Wei Ruan,flaccidity of lower limbs
SMTS01251,1251,下肢痿弱,Xia Zhi Wei Ruo,weakness of lower limbs
SMTS01252,1252,下肢无力,Xia Zhi Wu Li,weakness in lower limbs
SMTS01253,1253,夏令中恶昏厥,Xia Ling Zhong E Hun Jue,Summer Evil Fainting
SMTS01254,1254,项背强急不舒,Xiang Bei Qiang Ji Bu Shu,Strongness and discomfort in the nape and back
SMTS01255,1255,项背强痛,Xiang Bei Qiang Tong,strong pain in the neck and back
SMTS01256,1256,项背强直,Xiang Bei Qiang Zhi,Ankylosis of the nape and back
SMTS01257,1257,项强,Xiang Qiang,Xiang Qiang
SMTS01260,1260,消渴,Xiao Ke,thirst
SMTS01261,1261,消痩,Xiao Shou,diarrhea
SMTS01262,1262,消瘦,Xiao Shou,weight loss
SMTS01264,1264,小便白浊,Xiao Bian Bai Zhuo,white and turbid urine
SMTS01265,1265,小便不利,Xiao Bian Bu Li,Difficulty urinating
SMTS01266,1266,小便不爽,Xiao Bian Bu Shuang,Unpleasant urination
SMTS01267,1267,小便不通,Xiao Bian Bu Tong,difficulty urinating
SMTS01268,1268,小便赤涩,Xiao Bian Chi Se,red and astringent urine
SMTS01269,1269,小便滴沥不净,Xiao Bian Di Li Bu Jing,Dirty urine
SMTS01270,1270,小便短赤,Xiao Bian Duan Chi,short red urine
SMTS01271,1271,小便短少,Xiao Bian Duan Shao,Shortness of Urination
SMTS01272,1272,小便黄,Xiao Bian Huang,yellow urine
SMTS01273,1273,小便黄赤,Xiao Bian Huang Chi,yellow and red urine
SMTS01274,1274,小便黄少,Xiao Bian Huang Shao,yellowish urine
SMTS01275,1275,小便浑浊,Xiao Bian Hun Zhuo,cloudy urine
SMTS01276,1276,小便淋漓不尽,Xiao Bian Lin Li Bu Jin,Incessant urination
SMTS01277,1277,小便淋浊,Xiao Bian Lin Zhuo,turbid urine
